2022-11-18 11:22:50,925 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] Version.java:21 - HV000001: Hibernate Validator 6.2.5.Final
2022-11-18 11:22:52,293 [main] INFO  [o.s.c.gateway.route.RouteDefinitionRouteLocator] RouteDefinitionRouteLocator.java:88 - Loaded RoutePredicateFactory [ReadBody]
2022-11-18 11:22:52,294 [main] INFO  [o.s.c.gateway.route.RouteDefinitionRouteLocator] RouteDefinitionRouteLocator.java:88 - Loaded RoutePredicateFactory [RemoteAddr]
2022-11-18 11:22:52,294 [main] INFO  [o.s.c.gateway.route.RouteDefinitionRouteLocator] RouteDefinitionRouteLocator.java:88 - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2022-11-18 11:22:52,294 [main] INFO  [o.s.c.gateway.route.RouteDefinitionRouteLocator] RouteDefinitionRouteLocator.java:88 - Loaded RoutePredicateFactory [Weight]
2022-11-18 11:22:52,294 [main] INFO  [o.s.c.gateway.route.RouteDefinitionRouteLocator] RouteDefinitionRouteLocator.java:88 - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2022-11-18 11:22:52,443 [main] INFO  [c.u.j.filter.DefaultLazyPropertyFilter] DefaultLazyPropertyFilter.java:31 - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2022-11-18 11:22:52,460 [main] INFO  [c.u.j.resolver.DefaultLazyPropertyResolver] DefaultLazyPropertyResolver.java:35 - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2022-11-18 11:22:52,461 [main] INFO  [c.u.j.detector.DefaultLazyPropertyDetector] DefaultLazyPropertyDetector.java:35 - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2022-11-18 11:22:52,838 [main] INFO  [c.a.cloud.nacos.registry.NacosServiceRegistry] NacosServiceRegistry.java:75 - nacos registry, DEFAULT_GROUP yunlong-gateway 10.8.145.23:8910 register finished
2022-11-18 11:22:52,847 [main] INFO  [cn.yunlong.gateway.GatewayApplication] StartupInfoLogger.java:61 - Started GatewayApplication in 3.298 seconds (JVM running for 3.786)
2022-11-18 11:22:52,850 [main] INFO  [c.a.cloud.nacos.refresh.NacosContextRefresher] NacosContextRefresher.java:129 - [Nacos Config] Listening config: dataId=yunlong-gateway, group=DEFAULT_GROUP
2022-11-18 11:22:52,850 [main] INFO  [c.a.cloud.nacos.refresh.NacosContextRefresher] NacosContextRefresher.java:129 - [Nacos Config] Listening config: dataId=yunlong-gateway-dev.properties, group=DEFAULT_GROUP
2022-11-18 11:22:52,850 [main] INFO  [c.a.cloud.nacos.refresh.NacosContextRefresher] NacosContextRefresher.java:129 - [Nacos Config] Listening config: dataId=yunlong-gateway.properties, group=DEFAULT_GROUP
2022-11-18 11:22:52,851 [main] INFO  [c.a.cloud.nacos.refresh.NacosContextRefresher] NacosContextRefresher.java:129 - [Nacos Config] Listening config: dataId=application-dev.yaml, group=DEFAULT_GROUP
2022-11-18 11:22:52,851 [main] INFO  [c.a.cloud.nacos.refresh.NacosContextRefresher] NacosContextRefresher.java:129 - [Nacos Config] Listening config: dataId=yunlong-gateway-dev.yaml, group=DEFAULT_GROUP
